author,Contributing State,title,Publication Info, genre,Link to text
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Christian's Mistake,"New York: Harper & Bros., 1865.",Novel,https://hdl.handle.net/2027/hvd.hwirm3
"George Eliot, Mary Ann Evans",Foreign,Silas Marner and Scenes of Clerical Life,"Boston: Osgood, 1876.","Novel, Stories",https://hdl.handle.net/2027/hvd.hwqvuw
"Mrs. Gaskell, E. C. Gaskell",Foreign,Cranford,"New York: Harper, 1874.",Novel,https://hdl.handle.net/2027/uva.x001496986
"Miss Thackeray, Lady Anne IsabellaThackerary Ritchie",Foreign,Da Capo and Other Tales,"Leipzig: B. Tauchnitz, 1880.",Stories,https://hdl.handle.net/2027/umn.31951002084112i
"George Eliot, Mary Ann Evans",Foreign,Daniel Deronda,"Philadelphia: J.B. Lippincott Co., 1901.",Novel,https://hdl.handle.net/2027/chi.17454583
"Jean Ingelow, Orris",Foreign,Don John,"Boston: Roberts Brothers, 1881.",Novel,https://hdl.handle.net/2027/nyp.33433074869169
"Lady Duffus Hardy, Mary Anne McDowell Duffus Hardy, Mary Anne Hardy, Addlestone Hill ",Foreign,Down South,"London: Chapman and Hall, 1883.",Travel Narrative,https://hdl.handle.net/2027/njp.32101012384929
Jane Austen,Foreign,Emma,"London: R. Bentley, 1854.",Novel,https://hdl.handle.net/2027/nyp.33433116686878
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,Sheridan,"New York: Harper & Bros., 1883",Biography,https://hdl.handle.net/2027/mdp.39015059409246
Miss Burney,Foreign,Evelina,"London: Edward Mason, 1821",Novel,https://books.google.com/books?id=3WYcfL_fDGMC&
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Fair France: Impressions of a Traveller,"Leipzig: B. Tauchnitz, 1872.",Travel Narrative,https://hdl.handle.net/2027/coo.31924028148884
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Fairy Book,"New York: Grosset & Dunlap, 1871. ",Stories,https://hdl.handle.net/2027/uc1.$b281921
"Jean Ingelow, Orris",Foreign,Fated to be Free,"Boston: Roberts Brothers, 1875.",Novel,https://hdl.handle.net/2027/hvd.hnn98z
"George Eliot, Mary Ann Evans",Foreign,"Felix Holt, The Radical","New York: Harper & Brothers, 1880. ",Novel,https://hdl.handle.net/2027/mdp.39015013709376
Maria Edgeworth,Foreign,"Harry and Lucy, complete in three volumes","London: Baldwin and Cradock, 1840. ",Novel,https://hdl.handle.net/2027/uiuo.ark:/13960/t78s4pc6r
"Frances Eliza Hodgson Burnett Townsend, F. H. Burnett",Foreign,Haworth's,"Toronto: Belfords, Clarke, 1879.",Novel,https://hdl.handle.net/2027/aeu.ark:/13960/t9q24zb3h
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,The Head of the Family,"London: Macmillan, 1883.",Novel,https://archive.org/details/headoffamily00crairich
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Hannah,"London: Hurst and Blackett, 1890.",Novel,https://archive.org/details/hannah00crairich
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,His Little Mother and Other Tales and Sketches,"Leipzig: B. Tauchnitz, 1882.",Stories,https://hdl.handle.net/2027/hvd.hwirlf
Grace Aguilar,Foreign,Home Influence: A Tale for Mothers and Daughters,"New York: Harper & Brothers, 1848.",Novel,https://hdl.handle.net/2027/hvd.hwhirz
"George Eliot, Mary Ann Evans",Foreign,Impressions of Theophrastus Such,"New York: Harper & Brothers, 1879.",Essays,https://hdl.handle.net/2027/uc2.ark:/13960/t0qr4sr18
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,Innocent; A Tale of Modern Life,"Leipzig: B. Tauchnitz, 1873.",Novel,https://hdl.handle.net/2027/hvd.32044086835568
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Is It True?: Tales of Curious and Wonderful,"New York: Harper & Brothers, 1872.",Stories,https://hdl.handle.net/2027/hvd.hnn6p3
Charlotte Bronte (Currer Bell),Foreign,Jane Eyre: An Autobiography,"New York: Harper & Brothers, 1864.",Novel,https://hdl.handle.net/2027/uva.x002064907
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,"John Halifax, Gentleman","Leipzig: B. Tauchnitz, 1857.",Novel,https://hdl.handle.net/2027/mdp.39015010941147
Frances Anne Kemble,Foreign,Journal of a Residence on a Georgian Plantation in 1838-1839,"London: Longman, Green, Longman, Roberts, & Green, 1863.",Memoir,https://hdl.handle.net/2027/yale.39002001134619
"George Eliot, Mary Ann Evans",Foreign,Essays and Leaves from a Note-Book,"Edinburgh and London: W. Blackwood and sons, 1884.","Essays, Biography",https://hdl.handle.net/2027/mdp.39015008014741
Queen Victoria ,Foreign,Leaves from the Journal of Our Life in the Highlands From 1848-1861,"Leipzig: Tauchnitz, 1884.","Essays, Travel Narrative, Memoir",https://hdl.handle.net/2027/coo.31924087979211
Jane Welsh Carlyle,Foreign,Letters and Memorials of Jane Welsh Carlyle,"New York: C. Scribner's Sons, 1883.","Essays, Memoir",https://hdl.handle.net/2027/uc1.b3575735
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Little Sunshine's Holiday: A Picture From Life,"New York: Harper & Brothers, 1871.",Novel,https://hdl.handle.net/2027/nc01.ark:/13960/t4bp14k6f
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,The Laurel Bush: An Old-Fashioned Love Story,"New York: Harper & Brothers, 1876.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t2j67cf3v
Agnes Strickland,Foreign,Lives of the Queens of England From the Norman Conquest ,"London: Bell & Daldy, 1872-1873.","Biography, History",https://hdl.handle.net/2027/nnc1.0020322020
"Frances Eliza Hodgson Burnett Townsend, F. H. Burnett",Foreign,Louisiana,"New York: C. Scribner's Sons, 1880.",Novel,https://hdl.handle.net/2027/nnc1.cu58353445
Anonymous,Foreign,"Lucy Crofton, A Novel","New York: Harper & Brothers, 1860.",Novel,https://hdl.handle.net/2027/hvd.hn1wap
Abel Stephens,Foreign,"Madame de Staël: A Study of Her Life and Times, the First Revolution and the First Empire ","London: J. Murray, 1881.",Biography,https://hdl.handle.net/2027/uc2.ark:/13960/t9x068w1c
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,Madam: A Novel ,"New York: Harper, 1885.",Novel,https://hdl.handle.net/2027/hvd.rslewt
"Lady Duffus Hardy, Mary Anne McDowell Duffus Hardy, Mary Anne Hardy, Addlestone Hill ",Foreign,"Madge, in Three Volumes ","London: Hurst and Blackett, 1878.",Novel,https://hdl.handle.net/2027/uiuo.ark:/13960/t7rn3k14n
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,Madonna Mary,"London: Hurst and Blackett, 1867.",Novel,https://hdl.handle.net/2027/uiuo.ark:/13960/t4rj51880
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,Mrs. Arthur,"London: Hurst and Blackett, 1877.",Novel,https://hdl.handle.net/2027/uiuo.ark:/13960/t22b9kq65
Jane Austen,Foreign,Mansfield Park,"London: Bentley, 1885.",Novel,https://hdl.handle.net/2027/hvd.hn1ddv
"Mrs. Gaskell, E. C. Gaskell",Foreign,Mary Barton,"New York: Century Co., 1906.",Novel,https://hdl.handle.net/2027/nyp.33433074857206
"George Eliot, Mary Ann Evans",Foreign,Middlemarch; A Study of Provincial Life,"New York: J.B. Alden, 1883.",Novel,https://hdl.handle.net/2027/mdp.39015065758024
"Georgiana M. Craik, Georgiana Marion Craik May",Foreign,Miss Moore: A Tale for Girls,"New York: Harper, 1874.",Novel,https://hdl.handle.net/2027/hvd.hn366j
"Jean Ingelow, Orris",Foreign,Mopsa the Fairy,"Boston: Roberts Brothers, 1876.",Novel,https://hdl.handle.net/2027/osu.32435079066130
"Miss Mulock, Dinah Maria Mulock Craik, Madame Guizot de Witt, Henriette Elizabeth de Witt",Foreign,"Motherless; or, A Parisian Family","New York: Harper & brothers, 1871.",Novel,https://hdl.handle.net/2027/mdp.39015036621681
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Miss Tommy: A Medieval Romance,"Leipzig: B. Tauchnitz, 1884.",Novel,https://hdl.handle.net/2027/coo.31924013468214
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,My Mother and I: A Love Story,"New York: Harper & Brothers, 1874",Novel,https://hdl.handle.net/2027/miun.abj7513.0001.001
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Mistress and Maid,"London: Hurst and Blakett, 1863.",Novel,https://hdl.handle.net/2027/njp.32101068167772
Jane Austen,Foreign,Northanger Abbey,"London: R. Bentley, 1833.",Novel,ttps://hdl.handle.net/2027/hvd.hxqbxc
"Toler King, Emily Fox",Foreign,Off the Rocks,"Chicago: H.A. Sumner, 1882.",Novel,https://hdl.handle.net/2027/osu.32435018139907
"Jean Ingelow, Orris",Foreign,Off the Skelligs,"Boston: Roberts Brothers, 1875.",Novel,https://hdl.handle.net/2027/hvd.hwkpjy
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Olive,"New York: Harper, 1875.",Novel,https://hdl.handle.net/2027/njp.32101068167756
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Our Year: A Child's Book in Prose and Verse,"Leipzig: B. Tauchnitz, 1860.","Poetry, Stories",https://hdl.handle.net/2027/hvd.hn6i1k
Mary Russell Mitford,Foreign,Our Village,"Chicago: Belfords, Clarke, 1880.","Essays, Memoir",https://hdl.handle.net/2027/hvd.hwkzu1
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,"Phoebe, Junior: A Last Chronicle of Carlingford","Leipzig: B. Tauchnitz, 1876.",Novel,https://hdl.handle.net/2027/hvd.32044009672668
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Plain-Speaking,"New York: Harper, 1882.",Essays,https://hdl.handle.net/2027/uc1.b3321299
Mrs. Browning,Foreign,"The Poetical Works of Elizabeth Barrett Browning, Complete, With a Memoir","New York: J. Miller, 1877.",Poetry,https://hdl.handle.net/2027/nyp.33433074868062
"Jean Ingelow, Orris",Foreign,Poems,"Boston: Roberts Brothers, 1866.",Poetry,https://hdl.handle.net/2027/miun.aan0308.0001.001
Christina Rossetti,Foreign,Goblin Market and other Poems,"Boston, Roberts Brothers, 1866.",Poetry,https://archive.org/details/poems00ross6
Millicent Garrett Fawcett,Foreign,Political Economy for Beginners,"London: Macmillan, 1884.",Textbook,https://hdl.handle.net/2027/nyp.33433014387017
Maria Edgeworth,Foreign,Popular Tales,"Philadelphia: Ashmead & Evans, 1865.",Stories,https://hdl.handle.net/2027/hvd.hwjvxc
Jane Austen,Foreign,Pride and Prejudice,"London: R. Bentley,1853.",Novel,https://hdl.handle.net/2027/nyp.33433074943634
"Mrs. Gaskell, E. C. Gaskell",Foreign,Right at Last; and Other Tales,"New York: Harper & Brothers, 1860.",Stories,https://hdl.handle.net/2027/nyp.33433074857503
Maria Edgeworth,Foreign,Rosamond; A Series of Tales,"Boston: Crosby and Nichols, 1864.","Stories, Advice Literature",https://hdl.handle.net/2027/umn.319510009326397
Charlotte M. Yonge,Foreign,Quentin Durward: by Sir Walter Scott. Ed. especially for this series by Charlotte M. Yonge ... with an historical introduction by the editor,"Boston: Ginn, Heath & Co., 1884.",Novel,https://hdl.handle.net/2027/hvd.hn1cd1
Jane Austen,Foreign,Sense and Sensibility,"London, T. Egerton, 1811.",Novel,https://hdl.handle.net/2027/dul1.ark:/13960/t3hx2kk8v
Charlotte Bronte  ,Foreign,Shirley ,"London: Smith, Elder & Co., 1870.",Novel,https://hdl.handle.net/2027/hvd.hn2bde
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Songs of Our Youth,"London: Dalby, Isbister and Co., 1875.",Music,https://books.google.com/books?id=Dn5BXVE3IhoC&pg=PP5&lpg=PP5&dq=mulock+songs+of+our+youth&source=bl&ots=VKrrt4tNit&sig=ACfU3U2q-7xBZwc3S4zGDmv_DX_Glaxp4w&hl=en&sa=X&ved=2ahUKEwioq_eG_MLnAhUIRKwKHUVCAuUQ6AEwA3oECAgQAQ#v=onepage&q=mulock%20songs%20of%20our%20youth&f=false
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,Squire Arden,"London: Hurst & Blackett, 1871.",Novel,https://hdl.handle.net/2027/uiuo.ark:/13960/t7cr6dd3s
"Jean Ingelow, Orris",Foreign,Stories Told to a Child,"Boston : Roberts Brothers, 1874.",Stories,https://hdl.handle.net/2027/hvd.hn6fh9
"Jean Ingelow, Orris",Foreign,Sarah de Berenger,"Boston: Roberts Brothers, 1879.",Novel,https://hdl.handle.net/2027/nyp.33433074869375
"Jean Ingelow, Orris",Foreign,Studies for Stories From Girl's Lives,"London: A. Strahan, 1865.",Stories,https://hdl.handle.net/2027/hvd.hwkplj
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Studies from Life,"Leipzig: Tauchnitz, 1867.",Essays,https://hdl.handle.net/2027/nyp.33433074957428
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Sermons Out of Church,"London: Daldy, Isbister, & Co., 1875.",Essays,"
http://archives.org/details/sermonsoutofchur00crai
"
"Mrs. Gaskell, E. C. Gaskell",Foreign,Sylvia's Lovers,"London: Smith, Elder, & Co., 1863.",Novel,https://hdl.handle.net/2027/uiuo.ark:/13960/t8jd57r2q
"Frances Eliza Hodgson Burnett Townsend, F. H. Burnett",Foreign,That Lass o' Lowrie's,"New York, Scribner, Armstrong & Company, 1877.",Novel,https://hdl.handle.net/2027/hvd.hn1m5h
"Frances Eliza Hodgson Burnett Townsend, F. H. Burnett",Foreign,Through One Administration,"Boston: J. R. Osgood, 1883.",Novel,https://hdl.handle.net/2027/coo1.ark:/13960/t56d6dj7z
"Georgiana M. Craik, Georgiana Marion Craik May",Foreign,The Cousin from India; a Story for Girls,"London: Sampson Low, Son, and Marston, 1871.",Novel,https://hdl.handle.net/2027/hvd.hn6b5u
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,The Curate in Charge,"Leipzig: B. Tauchnitz, 1876.",Novel,https://hdl.handle.net/2027/coo.31924013530807
"Rev. A. G. K. L'Estrange, A.G. L'Estrange",Foreign,The Friendships of Mary Russell Mitford as Recorded in Letters From Her Literary Correspondents ,"London: Hurst and Blackett, 1882.","Essays, Poetry",https://hdl.handle.net/2027/uc2.ark:/13960/t8nc5w18n
Harriet Martineau,Foreign,The Hour and the Man: A Historical Romance,"London: E. Moxon, 1841.","Novel, Biography, History",https://hdl.handle.net/2027/uiuo.ark:/13960/t66408j7j
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,The Ladies Lindores,"Leipzig: B. Tauchnitz, 1884.",Novel,https://hdl.handle.net/2027/coo.31924013530971
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,"The Life of Edward Irving; Minister of the National Scottish Church, London Illustrated by his journals and correspondence","New York: Harper, 1862.","Biography, History",https://hdl.handle.net/2027/miun.agu8818.0001.001
Anonymous,Foreign,The Laird of Norlaw,"Berlin: A. Asher & Co., 1872.",Novel,https://hdl.handle.net/2027/mdp.39015063559382
Anonymous,Foreign,The Last of the Mortimers: A Story in Two Voices,"Leipzig: B. Tauchnitz, 1862.",Novel,https://hdl.handle.net/2027/hvd.32044077700334
Rev. A. G. K. L'Estrange,Foreign,The Life of Mary Russell Mitford...Related in a Selection From Her Letters to her Friends,"London: R. Bentley, 1870.","Biography, Poetry",https://hdl.handle.net/2027/coo.31924013525518
"George Eliot, Mary Ann Evans",Foreign,The Mill on the Floss,"Edinburgh: W. Blackwood and Sons, 1860.",Novel,https://hdl.handle.net/2027/uc1.31175035236945
"Mrs. Gaskell, E. C. Gaskell",Foreign,The Moorland Cottage,"New York: Harper & Brothers, 1868. ",Novel,https://archive.org/details/moorlandcottage00gask_0
Miss Fredrika Bremer; Fredrika Bremer; Fredericka Bremer,Foreign,The Neighbors: A Story of Everyday Life,"New York: Harper & Brothers, 1853.",Novel,https://hdl.handle.net/2027/osu.32435001732346
Miss Fredrika Bremer;  Frederika Bremer; Fredericka Bremer,Foreign,The H__. Family,"London: H.G. Clarke, 1844.",Novel,https://hdl.handle.net/2027/uc1.b0000111526
Miss Fredrika Bremer; Fredrika Bremer; Fredericka Bremer,Foreign,Life in Dalecarlia: The Parsonage of Mora,"New York: Published by Harper & Brothers, 1845.",Novel,https://hdl.handle.net/2027/hvd.hn46gp
Elizabeth B. Browning,Foreign,"The Poetical Works of Elizabeth Barrett Browning, Complete, With a Memoir","New York: J. Miller, 1877.","Poetry, Memoir",https://hdl.handle.net/2027/nyp.33433074868062
"Charlotte Bronte, Currer Bell",Foreign,The Professor,"New York: Carleton, 1865.",Novel,https://hdl.handle.net/2027/coo1.ark:/13960/t6sx6vk42
"Mrs. Oliphant, M. O. W. (Margaret Oliphant Wilson) Oliphant,",Foreign,The Story of Valentine and His Brother,"Leipzig: B. Tauchnitz, 1875.",Novel,https://hdl.handle.net/2027/hvd.32044086835675
"Anne Bronte, Acton Bell",Foreign,The Tenant of Wildfell Hall,"New York: Harper & Bros., 1848.",Novel,https://hdl.handle.net/2027/nyp.33433074930037
Harper Brothers,Foreign,The Works of Hannah More (2 vols.),"New York: Harper & Bros., 1841.","Stories, Poetry, Essays, History",https://hdl.handle.net/2027/uva.x004198982
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Twenty Years Ago. From The Journal of a Girl in Her Teens,"New York: Harper & Brothers, 1872.",Memoir,https://hdl.handle.net/2027/hvd.hnpcb3
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,The Ogilvies,"London: Chapman and Hall, 1849.",Novel,https://hdl.handle.net/2027/uiuo.ark:/13960/t3hx1p71v
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Two Marriages,"Leipzig: B. Tauchnitz, 1867.",Novel,https://hdl.handle.net/2027/hvd.32044018858878
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,The Unkind Word,"Leipzig: B. Tauchnitz, 1869.",Stories,https://hdl.handle.net/2027/coo.31924013468388
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,The Woman's Kingdom: A Love Story,"Leipzig: B. Tauchnitz, 1868.",Novel,https://hdl.handle.net/2027/hvd.hwirnd
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,The Little Lame Prince ,"Chicago: Goldsmith, [18--?]",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t2t43kf3m
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,"The Adventures of a Brownie, As Told to My Child","New York: Harper & Brothers, 1872.",Stories,https://hdl.handle.net/2027/hvd.32044014474464
"Charlotte Bronte, Currer Bell",Foreign,Villette,"London: Smith, Elder & Co., 1853.",Novel,https://hdl.handle.net/2027/dul1.ark:/13960/t8tb2cd9x
"Mrs. Gaskell, E. C. Gaskell",Foreign,Wives and Daughters,"New York: Harper, 1866.",Novel,https://hdl.handle.net/2027/uc1.b4107427
"Emily Bronte, Ellis Bell",Foreign,Wuthering Heights,"New York: Harper & Brothers, 1858.",Novel,https://hdl.handle.net/2027/hvd.hn1wtp
"Miss Mulock, Dinah Maria Mulock Craik",Foreign,Young Mrs. Jardine,"Leipzig: B. Tauchnitz, 1879.",Novel,https://hdl.handle.net/2027/hvd.32044020394839
Charles M. Clay,Miscellaneous,"A Daughter of the Gods: or, How She Came into Her Kingdom, a Romance","New York: White, Stokes, & Allen, 1883.",Novel,https://hdl.handle.net/2027/nyp.33433074812391
May E. Stone,Miscellaneous,A Fair Plebeian,"Chicago: Henry A. Sumner, 1883.",Novel,https://hdl.handle.net/2027/nyp.33433112191485
Anonymous,Miscellaneous,"A Palace-Prison: or, The Past and the Present","New York: Fords, Howard & Hubert, 1884.",Novel,https://hdl.handle.net/2027/hvd.hn1u9l
"Clara Louise Burnham, Clara Louise Root Burnham",Miscellaneous,A Sane Lunatic,"Chicago: H. A. Sumner, 1882.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t1pg1k92h
Hester Edwards Porch,Miscellaneous,An Ideal Fanatic,"Chicago: Henry A. Sumner, 1883.",Novel,https://archive.org/details/idealfanatic00porc/page/n8
T.N.T.,Miscellaneous,Bread-Making,"New York: G.P. Putnam's Sons, 1884.",Cookbook,https://hdl.handle.net/2027/loc.ark:/13960/t3xs66p71
Mrs. C. L. May,Miscellaneous,"Brownie Sandford; or, The Recovered Pearl","Chicago: Henry A. Sumner, 1881.",Novel,https://hdl.handle.net/2027/uva.x030796562
Mary Moncure Paynter,Miscellaneous,"Caleb, The Irrepressible","Chicago: Henry A. Sumner, 1883.",Novel,https://hdl.handle.net/2027/uiug.30112003413603
"Clara Louise Burnham, Clara Louise Root Burnham",Miscellaneous,"Dearly Bought, a Novel","Chicago: H.A. Sumner & Company, 1884.",Novel,https://hdl.handle.net/2027/osu.32435009508565
